year_built,permalink,property_id,listing,primary_photo,sold_date,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1995,5313-Dunrobin-Ct_Raleigh_NC_27610_M62916-71935,6291671935,2961584848,https://ap.rdcpix.com/f9b4572240810f5580464f89cdf6667bl-m2283658109s-w1024_h768.jpg,2024-01-16,11761,1323,2,1,3,27610,North Carolina,Raleigh,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0
1958,7275-Berwick-Rd_Richmond_VA_23225_M62724-16539,6272416539,2962571511,https://ap.rdcpix.com/ca9395fd474392449dcda94fb239ce65l-m1847444486s-w1024_h768.jpg,2024-01-12,19741,1503,2,0,3,23225,Virginia,Richmond,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
1990,319-Grant-St-SE_Atlanta_GA_30312_M50125-31481,5012531481,2961739467,https://ap.rdcpix.com/37fbf4db3bb3733e8076e94b2c7083fel-m3635611917s-w1024_h768.jpg,2024-01-12,2047,1152,3,0,2,30312,Georgia,Atlanta,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
1921,3712-11th-St_Des-Moines_IA_50313_M77782-06066,7778206066,2961419583,https://ap.rdcpix.com/a041a97e2391f8a7019551fc555e8fcel-b71821990s-w1024_h768.jpg,2024-01-05,5401,884,1,0,2,50313,Iowa,Des Moines,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
1949,2610-Wells-Ave_Raleigh_NC_27608_M54276-72094,5427672094,2961434291,https://ap.rdcpix.com/4fab7f74bb1d3c009699ce74aec0173el-b3660025533s-w1024_h768.jpg,2024-01-10,11326,2283,3,0,3,27608,North Carolina,Raleigh,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1
1999,2097-Mink-Run-Rd_Frankfort_KY_40601_M35171-14695,3517114695,2959875469,https://ap.rdcpix.com/2c0f58e3f93e47190f02497b9d06902el-m3726172093s-w1024_h768.jpg,2023-12-19,145490,1250,2,0,3,40601,Kentucky,Frankfort,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1961,13231-N-Victor-Hugo-Ave_Phoenix_AZ_85032_M23141-34831,2314134831,2961746417,https://ap.rdcpix.com/153dc63d333b03793fea422286d5e407l-w3952152492s-w1024_h768.jpg,2023-12-22,17424,2202,3,2,3,85032,Arizona,Phoenix,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2020,2947-E-Tina-Dr_Phoenix_AZ_85050_M12162-99329,1216299329,2961715867,https://ap.rdcpix.com/95a30d15199da514d89c2f36578ad982l-m1686590019s-w1024_h768.jpg,2023-12-22,6000,3030,5,2,5,85050,Arizona,Phoenix,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1956,614-Garrison-St-NE_Olympia_WA_98506_M20703-33820,2070333820,2962672448,https://ap.rdcpix.com/41b098d00b601fc834138f868e8584c4l-m484847574s-w1024_h768.jpg,2024-01-05,5635,1425,2,2,3,98506,Washington,Olympia,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1900,107-Conduit-St_Annapolis_MD_21401_M95031-34992,9503134992,2960581289,https://ap.rdcpix.com/b9322e2a59f381383ff4682c93a0f62dl-m1954896819s-w1024_h768.jpg,2024-01-16,2415,2760,4,0,6,21401,Maryland,Annapolis,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
1940,1448-56th-St_Des-Moines_IA_50311_M74731-98847,7473198847,2961732230,https://ap.rdcpix.com/d98c0b54e9b9c316909391d7208c55ael-b2785798857s-w1024_h768.jpg,2024-01-05,6621,1386,2,2,3,50311,Iowa,Des Moines,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1
1956,311-Marlin-Dr_Richmond_VA_23223_M51155-61662,5115561662,2958637487,https://ap.rdcpix.com/048e4e080a147b62482769fce16f89c1l-m3136011215s-w1024_h768.jpg,2024-01-16,13464,1341,2,1,3,23223,Virginia,Henrico,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
2001,553-Page-Ct-NE_Salem_OR_97301_M15687-91095,1568791095,2960857752,https://ap.rdcpix.com/12e0ea4c8a09b2f72f9d38b17ed3e557l-m2517730544s-w1024_h768.jpg,2024-01-05,4792,1208,2,2,3,97301,Oregon,Salem,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
1951,4305-Central-Ave_Harrisburg_PA_17112_M41730-13199,4173013199,2959778151,https://ap.rdcpix.com/f093c9df38666f01e5ebf4bbb0b1df25l-b3924627320s-w1024_h768.jpg,2024-01-03,10454,1299,1,0,2,17112,Pennsylvania,Harrisburg,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1964,7512-Doyle-Springs-Rd_Little-Rock_AR_72209_M82264-33118,8226433118,2962279316,https://ap.rdcpix.com/2a45eb9e64b2a3fe7572d1440b468508l-m2272967928s-w1024_h768.jpg,2024-01-05,6534,999,2,0,3,72209,Arkansas,Little Rock,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2013,540-Deep-Creek-Vw_Annapolis_MD_21409_M64156-08737,6415608737,2960055743,https://ap.rdcpix.com/ad093f4623cd6008f02276b31d95977el-m1803646129s-w1024_h768.jpg,2024-01-04,2312,2980,4,2,3,21409,Maryland,Annapolis,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1
1958,22-Kerr-Dr_Trenton_NJ_08610_M64115-83038,6411583038,2960507204,https://ap.rdcpix.com/a5e0293162887bf1a7fe22918fc24605l-m2608660356s-w1024_h768.jpg,2023-12-27,7701,1616,2,0,3,8610,New Jersey,Hamilton,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1920,1409-S-Whitcomb-Ave_Indianapolis_IN_46241_M36826-89083,3682689083,2958594035,https://ap.rdcpix.com/853fe1ddb2ac4859454c45ebc938abefl-b1024881708s-w1024_h768.jpg,2023-11-14,6534,970,1,0,2,46241,Indiana,Indianapolis,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1959,6724-Sequoyah-Rd_Richmond_VA_23225_M66933-13134,6693313134,2962548647,https://ap.rdcpix.com/d80a339edfd815a4a0461a50c8d47defl-m2316057756s-w1024_h768.jpg,2024-01-12,25670,1477,2,1,3,23225,Virginia,Richmond,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
2000,5176-Granby-St_Denver_CO_80239_M24899-64350,2489964350,2959884700,https://ap.rdcpix.com/8aef3a405e8b0f3495b4428b08dea194l-b4076501608s-w1024_h768.jpg,2023-12-13,5885,1931,3,2,3,80239,Colorado,Denver,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
2015,7325-Yankee-Woods-Dr_Lincoln_NE_68516_M72058-02043,7205802043,2962110298,https://ap.rdcpix.com/5b3c630e343be5a890a67cfc38fffe88l-m948506868s-w1024_h768.jpg,2024-01-15,7085,2683,3,3,4,68516,Nebraska,Lincoln,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
1954,3725-Dalraida-Pkwy_Montgomery_AL_36109_M75023-73005,7502373005,2962528957,https://ap.rdcpix.com/afc556e71f380177925a6cb62f4d0b9el-m2457081295s-w1024_h768.jpg,2024-01-12,13504,1736,1,0,3,36109,Alabama,Montgomery,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
2000,2901-Lucas-Ln_Frankfort_KY_40601_M39017-17075,3901717075,2958501079,https://ap.rdcpix.com/6a572de9c06092ac0894dc8fd7f9792el-b3292802887s-w1024_h768.jpg,2023-12-19,333887,3587,3,2,4,40601,Kentucky,Frankfort,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0
1985,6054-Southbay-Dr_Indianapolis_IN_46250_M44459-38965,4445938965,2958564519,https://ap.rdcpix.com/e2a4465d8f94bc27b7360d032c55d451l-b1981377403s-w1024_h768.jpg,2023-08-18,871,1824,4,1,3,46250,Indiana,Indianapolis,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0
2006,425-Parliament-St_Little-Rock_AR_72211_M88559-51460,8855951460,2961693277,https://ap.rdcpix.com/2aa464dc823b0d4388dff1d9cb86f837l-m2704873486s-w1024_h768.jpg,2024-01-05,10019,2569,3,2,4,72211,Arkansas,Little Rock,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0
1980,1014-LA-Von-Dr_Richmond_VA_23227_M69950-00718,6995000718,2962584892,https://ap.rdcpix.com/94e15d7e165b3568b212342a1e8387abl-m1560816326s-w1024_h768.jpg,2024-01-16,8590,1056,2,0,3,23227,Virginia,Henrico,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1949,3100-Fleming-Ave_Des-Moines_IA_50310_M72188-24672,7218824672,2962393256,https://ap.rdcpix.com/e22e36762a5c49566795371c2eb4a98dl-m1097430318s-w1024_h768.jpg,2024-01-09,6229,672,1,1,2,50310,Iowa,Des Moines,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1925,2656-Rathbone-Rd_Lincoln_NE_68502_M77179-32943,7717932943,2960689058,https://ap.rdcpix.com/7bbdb0a7ade00fab726bc0203415a41al-m2674933180s-w1024_h768.jpg,2024-01-12,10454,3261,3,2,3,68502,Nebraska,Lincoln,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0
1922,52-Catherine-St_Hartford_CT_06106_M45507-86191,4550786191,2960286382,https://ap.rdcpix.com/1c5a29a523d5fad4ba0e526ed5b7049dl-m254028180s-w1024_h768.jpg,2023-12-23,6970,2970,3,3,6,6106,Connecticut,Hartford,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1972,2956-Hathaway-Rd-Apt-1209_Richmond_VA_23225_M57097-49812,5709749812,2958250734,https://ap.rdcpix.com/ad0aeac80782f63e2152f0b9b6484dbel-m3724781889s-w1024_h768.jpg,2024-01-16,175011,1379,2,1,2,23225,Virginia,Richmond,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
1917,1451-Palace-Ave_Saint-Paul_MN_55105_M87826-58919,8782658919,2960730780,https://ap.rdcpix.com/bd8efd77ae6626e7f833cc1723cdbf6dl-m1027733653s-w1024_h768.jpg,2024-01-09,4792,1040,1,1,2,55105,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1
2014,13609-Portofino-Strada_Oklahoma-City_OK_73170_M71703-11202,7170311202,2961297781,https://ap.rdcpix.com/716213d95526fb076063cabcfc7dba65l-b2033930462s-w1024_h768.jpg,2024-01-12,14375,3825,4,3,4,73170,Oklahoma,Oklahoma City,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
1923,1807-Sycamore-St_Harrisburg_PA_17104_M33826-02070,3382602070,2960967758,https://ap.rdcpix.com/522df458ad3aae596dd1070fd34e70eel-m3837968969s-w1024_h768.jpg,2023-12-29,2178,1440,1,0,3,17104,Pennsylvania,Harrisburg,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
2019,812-Grove-Creek-Ln_Raleigh_NC_27610_M91096-89963,9109689963,2960767352,https://ap.rdcpix.com/e467b3f3cc7715a4e5a218e20c9c748fl-m640016515s-w1024_h768.jpg,2024-01-11,5227,1246,2,0,3,27610,North Carolina,Raleigh,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1940,2917-13th-Ave_Sacramento_CA_95820_M15088-48016,1508848016,2962205274,https://ap.rdcpix.com/234d566bf88d3947690869be2f46a072l-m3287946287s-w1024_h768.jpg,2024-01-12,5227,1291,1,2,3,95820,California,Sacramento,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
2008,9157-Wooden-Rd_Raleigh_NC_27617_M58711-19812,5871119812,2961803025,https://ap.rdcpix.com/e6de77f55eee2b4fee27adbad6323ffcl-m536865404s-w1024_h768.jpg,2024-01-11,1307,1652,3,1,3,27617,North Carolina,Raleigh,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
2009,6405-Crested-Eagle-Ln_Henrico_VA_23231_M52349-23926,5234923926,2959485948,https://ap.rdcpix.com/81d782356c69c0181957181ad93d567el-b4238883189s-w1024_h768.jpg,2024-01-11,12031,2056,3,1,6,23231,Virginia,Henrico,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0
1919,3227-Patterson-Ave_Richmond_VA_23221_M94254-98739,9425498739,2962573755,https://ap.rdcpix.com/0de0f28a5f42d8b1f2218777d51af859l-m2114504462s-w1024_h768.jpg,2024-01-11,2322,2313,2,0,3,23221,Virginia,Richmond,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1
1980,4609-Pearsons-Corner-Rd_Dover_DE_19904_M91048-83568,9104883568,2957098703,https://ap.rdcpix.com/789685adabaab45b6a41e4cec845b5d1l-m2310188509s-w1024_h768.jpg,2023-12-05,43560,985,2,0,3,19904,Delaware,Dover,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1953,4601-71st-St_Sacramento_CA_95820_M17481-32633,1748132633,2962564586,https://ap.rdcpix.com/80fc72936561a93a7d5024c9a8553056l-m3053391144s-w1024_h768.jpg,2024-01-11,7405,1516,2,2,3,95820,California,Sacramento,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0
1925,2311-N-56th-St_Lincoln_NE_68504_M75426-02278,7542602278,2962309978,https://ap.rdcpix.com/2f1431575cd0f22f2c5903204b18726bl-m1691337610s-w1024_h768.jpg,2024-01-08,9148,2018,2,0,3,68504,Nebraska,Lincoln,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1
1977,8642-N-Wren-Cir_Phoenix_AZ_85028_M25914-19335,2591419335,2961534040,https://ap.rdcpix.com/85548196b6ea85cd1c3329308a5d1380l-m4136778424s-w1024_h768.jpg,2023-12-26,37462,2903,3,2,3,85028,Arizona,Phoenix,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1915,116-Hawthorne-Rd_Raleigh_NC_27605_M56596-64478,5659664478,2961494019,https://ap.rdcpix.com/ee898070aee3ad9327cca10284659f4al-m4073365300s-w1024_h768.jpg,2024-01-16,8712,4179,5,0,6,27605,North Carolina,Raleigh,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
1990,6000-S-Downs-Dr_Raleigh_NC_27603_M69515-32641,6951532641,2962092807,https://ap.rdcpix.com/99e8fc361a367322a484a69e9d40a4dbl-m3695910512s-w1024_h768.jpg,2024-01-11,37026,1617,3,0,3,27603,North Carolina,Raleigh,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0
1997,8737-Celia-Rd_Tallahassee_FL_32305_M65923-50617,6592350617,2962530410,https://ap.rdcpix.com/3ffb8afc34117d21ad69e70dfd1ad007l-m1208303182s-w1024_h768.jpg,2024-01-12,41382,1222,2,2,3,32305,Florida,Tallahassee,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
2005,34810-N-23rd-Ln_Phoenix_AZ_85086_M92650-89977,9265089977,2961435238,https://ap.rdcpix.com/fcabe7cebf9d1105743c479d77983d50l-m1382284745s-w1024_h768.jpg,2023-12-22,14375,4015,4,3,4,85086,Arizona,Phoenix,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
2018,10156-Chambers-Rd_Raleigh_NC_27603_M62705-45200,6270545200,2961522088,https://ap.rdcpix.com/c10d50f0ee21c1ca7b446887a92f01b5l-m3922445694s-w1024_h768.jpg,2024-01-12,51401,2734,4,3,4,27603,North Carolina,Raleigh,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
1976,3308-Hickory-Dr_Carson-City_NV_89701_M22768-32355,2276832355,2961742210,https://ap.rdcpix.com/3c868eca32c91c87eea2d5e39168adfal-m557458232s-w1024_h768.jpg,2024-01-08,6970,1428,2,2,3,89701,Nevada,Carson City,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1992,1697-Green-Friar-Dr_Columbus_OH_43228_M36137-32966,3613732966,2960319314,https://ap.rdcpix.com/5372f1892fadc0911fe578a2b2e0c851l-m85482310s-w1024_h768.jpg,2023-11-13,4792,1475,2,2,3,43228,Ohio,Columbus,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1966,1412-Foxhall-Ln-SE-Apt-3_Atlanta_GA_30316_M60510-50696,6051050696,2960751595,https://ap.rdcpix.com/f2ff25e2da41c2a6a16e7e0a5ed818c4l-m1884225234s-w1024_h768.jpg,2024-01-11,4356,792,1,0,2,30316,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1960,1260-Westphal-Ave_Columbus_OH_43227_M44328-87051,4432887051,2959903324,https://ap.rdcpix.com/dd5b6931d921cc2ceb4b3667fd21feeal-m3529701674s-w1024_h768.jpg,2023-11-01,7200,1609,2,1,3,43227,Ohio,Columbus,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
1962,416-Logger-St-SE_Olympia_WA_98503_M20345-35770,2034535770,2962117598,https://ap.rdcpix.com/390ec83e05ea6c2adab9b0acefe283cbl-m3116731416s-w1024_h768.jpg,2023-12-29,12149,2620,3,2,5,98503,Washington,Olympia,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1992,3044-Austin-Ln_Carson-City_NV_89701_M22909-36032,2290936032,2961810055,https://ap.rdcpix.com/20b3a706349010a80a4b5ee04c72e31cl-m3682505149s-w1024_h768.jpg,2023-12-29,34848,1227,2,2,2,89701,Nevada,Carson City,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1
2007,3166-Coneflower-Dr_Tallahassee_FL_32311_M55915-30349,5591530349,2961975165,https://ap.rdcpix.com/86c32ce9b3bdacf421e530953df10a11l-m946553816s-w1024_h768.jpg,2024-01-12,9148,2966,4,2,5,32311,Florida,Tallahassee,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1
1955,170-Hollywood-Ave_Albany_NY_12209_M31177-55799,3117755799,2961578822,https://ap.rdcpix.com/8e323f81161f7ed960cb8184d77d68acl-m3489272555s-w1024_h768.jpg,2024-01-08,14375,1920,3,2,4,12209,New York,Albany,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1
1995,2959-Paddington-Dr_Tallahassee_FL_32309_M66695-77022,6669577022,2961966323,https://ap.rdcpix.com/ad002666cb85b08a8aa9407c5e7081e0l-m707931249s-w1024_h768.jpg,2024-01-12,6098,1893,2,2,4,32309,Florida,Tallahassee,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
1950,705-Oneida-Pl_Madison_WI_53711_M70604-09810,7060409810,2960890013,https://ap.rdcpix.com/194abd6c1fce21f05aee30ffc827e172l-m1499846094s-w1024_h768.jpg,2024-01-10,7841,2002,2,1,3,53711,Wisconsin,Madison,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1920,760-Charles-St_Providence_RI_02904_M49553-39790,4955339790,2961743669,https://ap.rdcpix.com/75f393ee2e74308a1a6567a149f34496l-b3395621690s-w1024_h768.jpg,2024-01-05,3942,2546,3,0,5,2904,Rhode Island,Providence,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1930,1001-N-Nevada-St_Carson-City_NV_89703_M14963-94281,1496394281,2961743264,https://ap.rdcpix.com/f33d53067a1c4c3f2777501320452546l-m3996037185s-w1024_h768.jpg,2023-12-18,4792,1577,1,1,4,89703,Nevada,Carson City,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1
1976,5321-S-53rd-St_Lincoln_NE_68516_M74554-25163,7455425163,2962039341,https://ap.rdcpix.com/c98f469445cc7822cada40a1f48099dcl-m143483865s-w1024_h768.jpg,2024-01-10,5227,1796,3,2,3,68516,Nebraska,Lincoln,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0
1932,25-Cooke-St_Providence_RI_02906_M34807-63712,3480763712,2961049782,https://ap.rdcpix.com/fe8550e6638843dec5fc07460e731667l-m1137279038s-w1024_h768.jpg,2024-01-12,14893,6225,7,2,5,2906,Rhode Island,Providence,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
1925,2875-Adams-St_Indianapolis_IN_46218_M30815-93282,3081593282,2957121029,https://ap.rdcpix.com/af3ac921ee6bf21175249c721351050fl-m3753390042s-w1024_h768.jpg,2023-12-06,4704,1071,1,0,3,46218,Indiana,Indianapolis,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1950,705-Oneida-Pl_Madison_WI_53711_M70604-09810,7060409810,2960890013,https://ap.rdcpix.com/194abd6c1fce21f05aee30ffc827e172l-m1499846094s-w1024_h768.jpg,2024-01-10,7841,2002,2,1,3,53711,Wisconsin,Madison,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
